Feature,Coefficient
Intercept,-2.8015410586293212
MWLost,-0.001961393442150423
minor_count,0.2721823542488416
UnitType_Coal,-0.37265242173658986
UnitType_Gas,-0.23122377707695674
UnitType_Geothermal,-2.0744245620610444
UnitType_Hydro,0.7150879271437608
UnitType_Nuclear,0.47381467504999764
UnitType_Oil,0.14479424109607927
UnitType_Other,-0.6826974640078047
UnitType_Waste Heat,-0.7742396770367546
